position_bin_gyro,mean_gyro,upper_bound_gyro
0.0,0.07907609570438914,0.2258684808185665
10.0,0.06834586340545765,0.20505845262596184
20.0,0.07732760437118918,0.2306305185149765
30.0,0.07791452016082105,0.23865214512027205
40.0,0.0755847416461773,0.20489059019059497
50.0,0.09844857882467782,0.3462738442937
60.0,0.10697557749236421,0.35634029103550496
70.0,0.10167080093726857,0.3849576702176748
80.0,0.10527217934764939,0.32057935243167585
90.0,0.10872983925038056,0.3704393237570386
100.0,0.11874035283006792,0.5038691550922031
110.0,0.11083135331085844,0.3538807476291429
120.0,0.10206954242217876,0.3148091279253289
130.0,0.1180189182389852,0.4470433721381462
140.0,0.11435371578213975,0.433290223890003
150.0,0.0853127931513278,0.24360822054924308
160.0,0.07619603440881206,0.24468661984062234
170.0,0.08718057680370288,0.26623970828071447
180.0,0.1010777777925891,0.3132766947914906
190.0,0.10389680489827154,0.33120232814440576
200.0,0.12608402820473055,0.3831724993817408
210.0,0.11124184537657468,0.3746199358787782
220.0,0.08803484681114594,0.274190709465059
